date,country,party,pos_corpus,topic,direction,text
201211,61,61620,340,NA,NA,"It will ensure up or down votes in Congress on any new trade agreements,"
201211,61,61620,341,NA,NA,without meddling by special interests.
201211,61,61620,342,NA,NA,A Republican President will complete negotiations for a TransPacific Partnership to open rapidly developing Asian markets to U.S. products.
201211,61,61620,343,NA,NA,"Beyond that, we envision a worldwide multilateral agreement among nations committed to the principles of open markets, what has been called a “Reagan Economic Zone,”"
201211,61,61620,344,NA,NA,in which free trade will truly be fair trade for all concerned.
201211,61,61620,346,NA,NA,The greatest asset of the American economy is the hardworking American.
201211,61,61620,347,NA,NA,"The high rates of unemployment over the last three and a half years— disastrously high among youth, minorities, and veterans—have thus been a tragic waste of energy and ideas,"
201211,61,61620,348,NA,NA,compounded by the waste of billions in “stimulus” funds with no payoff in jobs.
201211,61,61620,349,NA,NA,The chief cause has been an unprecedented uncertainty in the American free enterprise system due to the overreaching policies of the current  Administration. 
201211,61,61620,350,NA,NA,Nothing matters  more  than  getting  the American  people  back  to  work. 
201211,61,61620,351,NA,NA,"In addition  to  cutting  spending,"
201211,61,61620,352,NA,NA,"keeping  taxes  low, "
201211,61,61620,353,NA,NA,"and  curtailing bureaucratic  red  tape, "
201211,61,61620,354,NA,NA,we  must  replace  outdated  policies  and  ineffectual  training  programs  with  a plan  to  develop  a  twentyfirst  century  workforce  to  make  the  most of  our  country’s  human  capital.
201211,61,61620,355,NA,NA,It  is  critical  that  the  United States  has  a  highly  trained  and skilled  workforce.
201211,61,61620,356,NA,NA,  Nine  federal  agencies  currently run  47  retraining  programs  at  a  total  cost  of  $18  billion  annually  with  dismal  results.
201211,61,61620,357,NA,NA, Both  the  trainees in  those  programs  and  the  taxpayers  who  fund  them deserve  better.
201211,61,61620,358,NA,NA, We  propose  consolidation  of  those programs  into  State  block  grants
201211,61,61620,359,NA,NA, so  that  training  can be  coordinated  with  local  schools  and  employers.
201211,61,61620,360,NA,NA,"That  will  be  critically  important  if  States  establish Personal  Reemployment  Accounts,   letting  trainees direct  resources  in  ways  that  will  steer  them  toward longterm  employment,  "
201211,61,61620,361,NA,NA,especially  through  onthejob  training  with  participating  employers.
201211,61,61620,362,1,1,"We  can  accelerate  the  process  of  restoring  our domestic  economy—and  reclaiming  this  country’s traditional  position  of  dominance  in  international trade—by  a  policy  of  strategic  immigration,"
201211,61,61620,363,2,1,"  granting more  work  visas  to  holders  of  advanced  degrees  in science,  technology,  engineering,  and  math  from other  nations. "
201211,61,61620,364,2,1, Highly  educated  immigrants  can  assist  in  creating  new  services  and  products.
201211,61,61620,365,2,1,"  In  the same  way,  foreign  students  who  graduate  from  an American  university  with  an  advanced  degree  in  science,  technology,  engineering  or  math  should  be  encouraged  to  remain  here  and  contribute  to  economic prosperity  and  job  creation.  "
201211,61,61620,366,2,1," Highly  skilled,  Englishspeaking,  and  integrated  into  their  communities,  they are  too  valuable  a  resource  to  lose."
201211,61,61620,367,NA,NA,"  As  in  past  generations,  we  should  encourage  the  world’s  innovators and  inventors  to  create  our  common  future  and  their permanent  homes  here  in  the  United  States."
201211,61,61620,368,NA,NA,"Republicans  believe  that  the  employer employee relationship  of  the  future  will  be  built  upon  employee empowerment  and  workplace  flexibility, "
201211,61,61620,369,NA,NA,which  is  why Republicans  support  employee  ownership.
201211,61,61620,370,NA,NA,  We  believe employee stock ownership plans create capitalists and expand the ownership of private property
201211,61,61620,371,NA,NA,"and are therefore the essence of a highperforming free enterprise economy,"
201211,61,61620,372,NA,NA,which creates opportunity for those who work and honors those values that have made our nation so strong.
201211,61,61620,373,NA,NA,"Today’s workforce is independent,"
201211,61,61620,374,NA,NA,"wants flexibility in working conditions,"
201211,61,61620,375,NA,NA,"needs familyfriendly options,"
201211,61,61620,376,NA,NA,and is most productive when allowed to innovate and rethink the status quo.
201211,61,61620,377,NA,NA,"The federal government should set an example in making those adaptations, especially in promoting portability in pension plans and health insurance."
201211,61,61620,379,NA,NA,"The current Administration has chosen a different path with regard to labor, clinging to antiquated notions of confrontation and concentrating power in the Washington offices of union elites."
201211,61,61620,380,NA,NA,It has strongly supported the antibusiness card check legislation to deny workers a secret ballot in union organizing campaigns
201211,61,61620,381,NA,NA,"and, through the use of Project Labor Agreements, barred 80 percent of the construction workforce from competing for jobs in many stimulus projects."
201211,61,61620,382,NA,NA,"The current Administration has turned the National Labor Relations Board into a partisan advocate for Big Labor,"
201211,61,61620,383,NA,NA,using threats and coercion outside the law to attack businesses
201211,61,61620,384,NA,NA,"and, through “snap elections” and “micro unions,” limit the rights of workers and employers alike."
201211,61,61620,385,NA,NA,"We will restore the rule of law to labor law by blocking “card check,”"
201211,61,61620,386,NA,NA,"enacting the Secret Ballot Protection Act,"
201211,61,61620,387,NA,NA,"enforcing the Hobbs Act against labor violence,"
201211,61,61620,388,NA,NA,and passing the Raise Act to allow all workers to receive wellearned raises without the approval of their union representative.
201211,61,61620,389,NA,NA,We demand an end to the Project Labor Agreements;
201211,61,61620,390,NA,NA,"and we call for repeal of the DavisBacon Act, which costs the taxpayers billions of dollars annually in artificially high wages on government projects."
201211,61,61620,391,NA,NA,We support the right of States to enact RighttoWork laws
201211,61,61620,392,NA,NA,and encourage them to do so to promote greater economic liberty.
201211,61,61620,393,NA,NA,"Ultimately, we support the enactment of a National RighttoWork law to promote worker freedom"
201211,61,61620,394,NA,NA,and to promote greater economic liberty.
201211,61,61620,395,NA,NA,We will aggressively enforce the recent decision by the Supreme Court barring the use of union dues for political purposes without the consent of the worker.
201211,61,61620,396,NA,NA,We salute the Republican Governors and State legislators who have saved their States from fiscal disaster by reforming their laws governing public employee unions.
201211,61,61620,397,NA,NA,We urge elected officials across the country to follow their lead in order to avoid State and local defaults on their obligations and the collapse of services to the public.
201211,61,61620,398,NA,NA,"To safeguard the free choice of public employees, no government at any level should act as the dues collector for unions."
201211,61,61620,399,NA,NA,A Republican President will protect the rights of conscience of public employees by proposing legislation to bar mandatory dues for political purposes.
201211,61,61620,401,NA,NA,"We are the party of the Constitution,"
201211,61,61620,402,NA,NA,the solemn compact which confirms our Godgiven individual rights
201211,61,61620,403,NA,NA,and assures that all Americans stand equal before the law.
201211,61,61620,404,NA,NA,"Perhaps the greatest political document ever written, it defines the purposes and limits of government"
201211,61,61620,405,NA,NA,"and is the blueprint for ordered liberty that makes the U.S. the world’s freest, most stable, and most prosperous nation."
201211,61,61620,406,NA,NA,"Its Constitutional ideals have been emulated around the world,"
201211,61,61620,407,NA,NA,and with them has come unprecedented prosperity for billions of people.
201211,61,61620,408,NA,NA,"In the spirit of the Constitution, we consider discrimination based on sex, race, age, religion, creed, disability, or national origin unacceptable and immoral."
201211,61,61620,409,NA,NA,We will strongly enforce antidiscrimination statutes
201211,61,61620,410,NA,NA,"and ask all to join us in rejecting the forces of hatred and bigotry and in denouncing all who practice or promote racism, antiSemitism, ethnic prejudice, or religious intolerance."
201211,61,61620,411,NA,NA,We support efforts to help lowincome individuals get a fair chance based  on  their  potential  and  individual  merit;
201211,61,61620,412,NA,NA," but  we reject  preferences,  quotas,  and  setasides  as  the  best or  sole  methods  through  which  fairness  can  be achieved,  whether  in  government,  education,  or  corporate  boardrooms."
201211,61,61620,413,NA,NA,"  In  a  free  society,  the  primary role  of  government  is  to  protect  the  Godgiven,  inalienable,  inherent  rights  of  its  citizens,  including  the rights  to  life,  liberty,  and  the  pursuit  of  happiness."
201211,61,61620,414,NA,NA,"Merit,  ability,  aptitude,  and  results  should  be  the  factors  that  determine  advancement  in  our  society."
201211,61,61620,415,NA,NA,"The Republican Party includes Americans from every faith and tradition,"
201211,61,61620,416,NA,NA,and our policies and positions respect the right of every American to follow his or her beliefs
201211,61,61620,417,NA,NA,and underscore our reverence for the religious freedom envisioned by the Founding Fathers of our nation and of our party.
201211,61,61620,418,NA,NA,"As  a  matter  of  principle,  we  oppose  the  creation  of  any new  racebased  governments  within  the  United  States."
201211,61,61620,420,NA,NA,We salute Republican Members of the House of Representatives for enshrining in the Rules of the House the requirement that every bill must cite the provision of the Constitution which permits its introduction.
201211,61,61620,421,NA,NA,"Their adherence to the Constitution stands in stark contrast to the antipathy toward the Constitution demonstrated by the current Administration and  its  Senate  allies  by  appointing   “czars”  to  evade  the  confirmation  process, "
201211,61,61620,422,NA,NA,"making  unlawful “recess”  appointments  when  the Senate  is  not  in  recess,  "
201211,61,61620,423,NA,NA,"using  executive  orders  to  bypass  the  separation  of  powers  and  its  checks and  balances, "
201211,61,61620,424,NA,NA,"encouraging  illegal actions  by  regulatory  agencies from  the  NLRB  to  the  EPA,"
201211,61,61620,425,NA,NA,"openly  and  notoriously  displaying  contempt  for  Congress,  the Judiciary,  "
201211,61,61620,426,NA,NA,"and  the  Constitutional  prerogatives  of  the individual  States,"
201211,61,61620,427,NA,NA," refusing  to  defend  the  nation’s  laws in  federal  courts  or  enforce  them  on  the  streets,"
201211,61,61620,428,NA,NA," ignoring  the  legal  requirement  for  legislative  enactment  of  an  annual  budget,"
201211,61,61620,429,NA,NA," gutting  welfare  reform  by unilaterally  removing  its  statutory  work  requirement,"
201211,61,61620,430,NA,NA,"buying  senatorial  votes  with  special  favors,  "
201211,61,61620,431,NA,NA,and  evading  the  legal  requirement  for  congressional  consultation  regarding  troop  commitments  overseas.  
201211,61,61620,432,NA,NA," A Republican  President  and  Republican  Senate  will  join House  Republicans  in  living  by  the  rule  of  law,  the foundation  of  the  American  Republic."
201211,61,61620,433,NA,NA,Protecting America is the first and most important duty of our federal government.
201211,61,61620,434,NA,NA,The Constitution wisely distributes important roles in the area of national security to both the President and Congress.
201211,61,61620,435,NA,NA,"It empowers the President to serve as Commander in Chief, making him the lead instrument of the American people in matters of national security and foreign affairs."
201211,61,61620,436,NA,NA,"It also bestows authority on Congress, including the powers to declare war, regulate commerce, and authorize the funds needed to keep and protect our Nation."
201211,61,61620,437,NA,NA,The United States of America is strongest when the President and Congress work closely together—in war and in peace—to advance our common interests and ideals.
201211,61,61620,438,NA,NA,"By uniting our government and our citizens, our foreign policy will secure freedom,"
201211,61,61620,439,NA,NA,"keep America safe,"
201211,61,61620,440,NA,NA,and ensure that we remain the “last best hope on Earth.”
201211,61,61620,442,NA,NA,"A serious threat to our country’s constitutional order, perhaps even more dangerous than presidential malfeasance, is an activist judiciary, in which some judges usurp the powers reserved to other branches of government."
201211,61,61620,443,NA,NA,A blatant example has been the courtordered redefinition of marriage in several States.
201211,61,61620,444,NA,NA,This is more than a matter of warring legal concepts and ideals.
201211,61,61620,445,NA,NA,"It is an assault on the foundations of our society, challenging the institution which, for thousands of years in virtually every civilization, has been entrusted with the rearing of children and the transmission of cultural values."
201211,61,61620,447,NA,NA,"That is why Congressional Republicans took the lead in enacting the Defense of Marriage Act,"
201211,61,61620,448,NA,NA,affirming the right of States and the federal government not to recognize samesex relationships licensed in other jurisdictions.
201211,61,61620,449,NA,NA,"The current Administration’s open defiance of this constitutional principle—in its handling of immigration cases, in federal personnel benefits, in allowing a samesex marriage at a military base, and in refusing to defend DOMA in the courts— makes a mockery of the President’s inaugural oath."
201211,61,61620,450,NA,NA,We commend the United States House of Representatives and State Attorneys General who have defended these laws when they have been attacked in the courts.
201211,61,61620,451,NA,NA,We reaffirm our support for a Constitutional amendment defining marriage as the union of one man and one woman.
201211,61,61620,452,NA,NA,"We applaud the citizens of the majority of States which have enshrined in their constitutions the traditional concept of marriage,"
201211,61,61620,453,NA,NA,and we support the campaigns underway in several other States to do so.
201211,61,61620,455,NA,NA,"Republican Members of Congress have repeatedly tried to reform the budget process to make it more transparent and accountable,"
201211,61,61620,456,NA,NA,"in particular by voting for a Balanced Budget Amendment to the Constitution,"
201211,61,61620,457,NA,NA,following the lead of 33 States which have put that restraint into their own constitutions.
201211,61,61620,458,NA,NA,"We call for a Constitutional amendment requiring a supermajority for any tax increase with exceptions for only war and national emergencies,"
201211,61,61620,459,NA,NA,and imposing a cap limiting spending to the historical average percentage of GDP so that future Congresses cannot balance the budget by raising taxes.
201211,61,61620,461,NA,NA,"We support the review and examination of all federal agencies to eliminate wasteful spending, operational inefficiencies, or abuse of power to determine whether they are performing functions that are better performed by the States."
201211,61,61620,462,NA,NA,"These functions, as appropriate, should be returned to the States in accordance with the Tenth Amendment of the United States Constitution."
201211,61,61620,463,NA,NA,"We affirm that all legislation, rules, and regulations must conform and public servants must adhere to the U.S. Constitution, as originally intended by the Framers."
201211,61,61620,464,NA,NA,"Whether such legislation is a State or federal matter must be determined in accordance with the Tenth Amendment, in conjunction with Article I, Section 8."
201211,61,61620,465,NA,NA,"When the Constitution is evaded, transgressed, or ignored, so are the freedoms it guarantees."
201211,61,61620,466,NA,NA,"In that context, the elections of 2012 will be much more than a contest between parties."
201211,61,61620,467,NA,NA,They are a referendum on the future of liberty in America.
201211,61,61620,468,NA,NA,"The Republican Party, born in opposition to the denial of liberty"
201211,61,61620,469,NA,NA,", stands for the rights of individuals, families, faith communities, institutions –"
201211,61,61620,470,NA,NA,and of the States which are their instruments of selfgovernment.
201211,61,61620,471,NA,NA,"In establishing a federal system of government, the Framers viewed the States as laboratories of democracy and centers of innovation, as do we."
201211,61,61620,472,NA,NA,"To maintain the integrity of their system, they bequeathed to successive generations an instrument by which we might correct any misalignment of power between our States and the federal government, the Tenth Amendment:"
201211,61,61620,473,NA,NA,"The powers not delegated to the United States by the Constitution, nor prohibited by it to the States, are reserved to the States respectively, or to the people."
201211,61,61620,474,1,-1,"In fidelity to that principle, we condemn the current Administration’s continued assaults on State governments in matters ranging from voter ID laws to immigration, from healthcare programs to land use decisions."
201211,61,61620,475,NA,NA,"Our States are the laboratories of democracy from which the people propel our nation forward,"
201211,61,61620,476,NA,NA,solving local and State problems through local and State innovations.
201211,61,61620,477,NA,NA,"We pledge to restore the proper balance between the federal government and the governments closest to, and most reflective of, the American people."
201211,61,61620,478,NA,NA,"Scores of entrenched federal programs violate the constitutional mandates of federalism by taking money from the States, laundering it through various federal agencies, only to return to the States shrunken grants with mandates attached."
201211,61,61620,479,NA,NA,We propose wherever feasible to leave resources where they originate: in the homes and neighborhoods of the taxpayers.
201211,61,61620,480,NA,NA,We call on the federal government to do a systematic analysis of laws and regulations to eliminate costly bureaucratic mandates on the States and the people.
201211,61,61620,481,NA,NA,With every right comes a responsibility.
201211,61,61620,482,NA,NA,"A few States and their political subdivisions are currently in dire fiscal situations, largely because of their spending, debt, and failure to rein in public employee unions."
201211,61,61620,483,NA,NA,"In the event those conditions worsen, the federal government must not assume the State governments’ or their political subdivisions’ financial responsibility"
201211,61,61620,484,NA,NA,or require the nation’s taxpayers to pay for the misrule of a few State governments.
201211,61,61620,485,NA,NA,Nor shall the States assume the federal government’s financial responsibility.
201211,61,61620,487,NA,NA,We oppose the National Popular Vote Interstate Compact or any other scheme to abolish or distort the procedures of the Electoral College.
201211,61,61620,488,NA,NA,We recognize that an unconstitutional effort to impose “national popular vote” would be a mortal threat to our federal system
201211,61,61620,489,NA,NA,and a guarantee of corruption as every ballot box in every state would become a chance to steal the presidency.
201211,61,61620,491,NA,NA,Honest elections are the foundation of representative government.
201211,61,61620,492,NA,NA,"We support State efforts to ensure ballot access for the elderly, the handicapped, military personnel, and all authorized voters."
201211,61,61620,493,NA,NA,"For the same reason, we applaud legislation to require photo identification for voting and to prevent election fraud,  particularly with regard to registration and absentee ballots."
201211,61,61620,494,NA,NA,We support State laws that require proof of citizenship at the time of voter registration to protect our electoral system against a significant and growing form of voter fraud.
201211,61,61620,495,NA,NA,"Every time that a fraudulent vote is cast, it effectively cancels out a vote of a legitimate voter."
201211,61,61620,496,NA,NA,Voter fraud is political poison.
201211,61,61620,497,NA,NA,It strikes at the heart of representative government.
201211,61,61620,498,NA,NA,"We call on every citizen, elected official, and member of the judiciary to preserve the integrity of the vote."
201211,61,61620,499,NA,NA,We call for vigorous prosecution of voter fraud at the State and federal level.
201211,61,61620,500,NA,NA,To do less disenfranchises present and future generations.
201211,61,61620,501,NA,NA,We recognize that having a physical verification of the vote is the best way to ensure a fair election.
201211,61,61620,502,NA,NA,"“Let ambition counter ambition,” as James Madison said."
201211,61,61620,503,NA,NA,"When all parties have representatives observing the counting of ballots in a transparent process, integrity is assured."
201211,61,61620,504,NA,NA,We strongly support the policy that all electronic voting systems have a voter verified paper audit trail.
201211,61,61620,505,NA,NA,States or political subdivisions that use allmail elections cannot ensure the integrity of the ballot.
201211,61,61620,506,NA,NA,"When ballots are mailed to every registered voter, ballots can be stolen or fraudulently voted by unauthorized individuals because the system does not have a way to verify the identity of the voter."
201211,61,61620,507,NA,NA,We call for States and political subdivisions to adopt voting systems that can verify the identity of the voter.
201211,61,61620,508,NA,NA,Military men and women must not be disenfranchised from the very freedom they defend.
201211,61,61620,509,NA,NA,"We affirm that our troops, wherever stationed, be allowed to vote"
201211,61,61620,510,NA,NA,and those votes be counted in the November election and in all elections.
201211,61,61620,511,NA,NA,"To that end, the entire chain of command, from President and the Secretary of Defense, to base and unit commanders—must ensure the timely receipt and return of all ballots and the utilization of electronic delivery of ballots where allowed by State law."
201211,61,61620,512,NA,NA,"We support changing the way that the decennial census is conducted,"
201211,61,61620,513,2,-1,so that citizens are distinguished from lawfully present aliens and illegal aliens.
201211,61,61620,514,NA,NA,"In order to preserve the principle of oneperson, onevote, the apportionment of representatives among the States should be according to the number of citizens."
201211,61,61620,516,NA,NA,The first provision of the First Amendment concerns freedom of religion.
201211,61,61620,517,NA,NA,"That guarantee reflected Thomas Jefferson’s Virginia Statute for Religious Freedom, which declared that no one should “suffer on account of his religious opinion or belief, but that all men shall be free to profess, and by argument to maintain, their opinion in matters of religion….”"
201211,61,61620,518,NA,NA,"That assurance has never been more needed than it is today, as liberal elites try to drive religious beliefs— and religious believers—out of the public square."
201211,61,61620,519,NA,NA,"The most offensive instance of this war on religion has been the current Administration’s attempt to compel faithrelated institutions, as well as believing individuals, to contravene their deeply held religious, moral, or ethical beliefs regarding health services, traditional marriage, or abortion."
201211,61,61620,520,NA,NA,"This forcible secularization of religious and religiously affiliated organizations, including faithbased hospitals and colleges, has been in tandem with the current Administration’s audacity in declaring which faithrelated activities are, or are not, protected by the First Amendment—an unprecedented aggression repudiated by a unanimous Supreme Court in its HosannaTabor v. EEOC decision."
201211,61,61620,521,NA,NA,We pledge to respect the religious beliefs and rights of conscience of all Americans
201211,61,61620,522,NA,NA,and to safeguard the independence of their institutions from government.
201211,61,61620,523,NA,NA,"We support the public display of the Ten Commandments as a reflection of our history and of our country’s JudeoChristian heritage,"
201211,61,61620,524,NA,NA,and we affirm the right of students to engage in prayer at public school events in public schools
201211,61,61620,525,NA,NA,and to have equal access to public schools and other public facilities to accommodate religious freedom in the public square.
201211,61,61620,526,NA,NA,"We assert every citizen’s right to apply religious values to public policy and the right of faithbased organizations to participate fully in public programs without renouncing their beliefs, removing religious symbols, or submitting to governmentimposed hiring practices."
201211,61,61620,527,NA,NA,We oppose government discrimination against businesses due to religious views.
201211,61,61620,528,NA,NA,We support the First Amendment right of freedom of association of the Boy Scouts of America and other service organizations whose values are under assault
201211,61,61620,529,NA,NA,and condemn the State blacklisting of religious groups which decline to arrange adoptions by samesex couples.
201211,61,61620,530,NA,NA,"We condemn the hate campaigns, threats of violence, and vandalism by proponents of samesex marriage against advocates of traditional marriage"
201211,61,61620,531,NA,NA,and call for a federal investigation into attempts to deny religious believers their civil rights.
201211,61,61620,533,NA,NA,The rights of citizenship do not stop at the ballot box.
201211,61,61620,534,NA,NA,They include the free speech right to devote one’s resources to whatever cause or candidate one supports.
201211,61,61620,535,NA,NA,We oppose any restrictions or conditions that would discourage Americans from exercising their constitutional right to enter the political fray
201211,61,61620,536,NA,NA,or limit their commitment to their ideals.
201211,61,61620,537,NA,NA,"As a result, we support repeal of the remaining sections of McCainFeingold,"
201211,61,61620,538,NA,NA,support either raising or repealing contribution limits
201211,61,61620,539,NA,NA,", and oppose passage of the DISCLOSE Act or any similar legislation designed to vitiate the Supreme Court’s recent decisions protecting political speech in Wisconsin Right to Life v. Federal Election Commission and Citizens United v. Federal Election Commission."
201211,61,61620,540,NA,NA,We insist that there should be no regulation of political speech on the Internet.
201211,61,61620,541,NA,NA,"By the same token, we oppose governmental censorship of speech through the socalled Fairness Doctrine or by government enforcement of speech codes, free speech zones, or other forms of “political correctness” on campus."
201211,61,61620,543,NA,NA,"We uphold the right of individuals to keep and bear arms,"
201211,61,61620,544,NA,NA,a right which antedated the Constitution and was solemnly confirmed by the Second Amendment.
201211,61,61620,545,NA,NA,"We acknowledge, support, and defend the lawabiding citizen’s Godgiven right of selfdefense."
201211,61,61620,546,NA,NA,"We call for the protection of such fundamental individual rights recognized in the Supreme Court’s decisions in District of Columbia v. Heller and McDonald v. Chicago affirming that right,"
201211,61,61620,547,NA,NA,and we recognize the individual responsibility to safely use and store firearms.
201211,61,61620,548,NA,NA,This also includes the right to obtain and store ammunition without registration.
201211,61,61620,549,NA,NA,"We support the fundamental right to selfdefense wherever a lawabiding citizen has a legal right to be,"
201211,61,61620,550,NA,NA,and we support federal legislation that would expand the exercise of that right by allowing those with stateissued carry permits to carry firearms in any state that issues such permits to its own residents.
201211,61,61620,551,NA,NA,"Gun ownership is responsible citizenship, enabling Americans to defend their homes and communities."
201211,61,61620,552,NA,NA,We condemn frivolous lawsuits against gun manufacturers and oppose federal licensing or registration of lawabiding gun owners.
201211,61,61620,553,NA,NA,We oppose legislation that is intended to restrict our Second Amendment rights by limiting the capacity of clips or magazines or otherwise restoring the illconsidered Clinton gun ban.
201211,61,61620,554,NA,NA,"We condemn the reckless actions associated with the operation known as “Fast and Furious,” conducted by the Department of Justice, which resulted in the murder of a U.S. Border Patrol Agent and others on both sides of the border."
201211,61,61620,555,NA,NA,We applaud the Members of the U.S. House of Representatives in holding the current Administration’s Attorney General in contempt of Congress for his refusal to cooperate with their investigation into that debacle.
201211,61,61620,556,NA,NA,"We oppose the improper collection of firearms sales information in the four southern border states, which was imposed without congressional authority."
201211,61,61620,558,NA,NA,"Affirming “the right of the people to be secure in their houses, papers, and effects, against unreasonable searches and seizures,”"
201211,61,61620,559,NA,NA,"we support pending legislation to prevent unwarranted or unreasonable governmental intrusion through the use of aerial surveillance or flyovers on U.S. soil, with the exception of patrolling our national borders."
201211,61,61620,560,NA,NA,All security measures and police actions should be viewed through the lens of the Fourth Amendment;
201211,61,61620,561,NA,NA,"for if we trade liberty for security, we shall have neither."
201211,61,61620,563,NA,NA,The  Takings  Clause  of  the  Fifth  Amendment– “nor  shall  private  property  be  taken  for  public  use without  just  compensation”–is  a  bulwark  against tyranny;
201211,61,61620,564,NA,NA," for  without  property  rights,  individual  rights are  diminished.   "
201211,61,61620,565,NA,NA,"That  is  why  we  deplore  the  Supreme Court’s  Kelo  v.  New  London decision,  allowing  local governments  to  seize  a  person’s  home  or  land,  not  for vital  public  use,  but  for  transfer  to  private  developers."
201211,61,61620,566,NA,NA,We  call  on  State  legislatures  to  moot  the  impact  of  the Kelo decision  in  their  States  by  appropriate  legislation  or  constitutional  amendments.
201211,61,61620,567,NA,NA," Equally  important,  we  pledge  to  enforce  the  Takings  Clause  in  the actions  of  federal  agencies  to  ensure  just  compensation  whenever  private  property  is  needed  to  achieve a  compelling  public  use.   "
201211,61,61620,568,NA,NA,This  includes  the  taking  of property  in  the  form  of  water  rights  in  the  West  and elsewhere
201211,61,61620,569,NA,NA, and  the  taking  of  property  by  environmental  regulations  that  destroy  its  value.  
201211,61,61620,571,NA,NA,This speaks most eloquently for itself: “The enumeration in the Constitution of certain rights shall not be construed to deny or disparage others retained by the people.”
201211,61,61620,572,NA,NA,This provision codifies the concept that our government derives its power from the people
201211,61,61620,573,NA,NA,and all powers not delegated to the government are retained by the people.
201211,61,61620,575,NA,NA,and we therefore celebrate the grassroots rediscovery of this and other constitutional guarantees over the last four years
201211,61,61620,576,NA,NA,and welcome to our ranks all our fellow citizens who are determined to reclaim the rights of the people that have been ignored or violated by government.
201211,61,61620,578,NA,NA,"Faithful to the “selfevident” truths enshrined in the Declaration of Independence, we assert the sanctity of human life"
201211,61,61620,579,NA,NA,and affirm that the unborn child has a fundamental individual right to life which cannot be infringed.
201211,61,61620,580,NA,NA,We support a human life amendment to the Constitution
201211,61,61620,581,NA,NA,and endorse legislation to make clear that the Fourteenth Amendment’s protections apply to unborn children.
201211,61,61620,582,NA,NA,We oppose using public revenues to promote or perform abortion or fund organizations which perform or advocate it
201211,61,61620,583,NA,NA,and will not fund or subsidize health care which includes abortion coverage.
201211,61,61620,584,NA,NA,We support the appointment of judges who respect traditional family values and the sanctity of innocent human life.
201211,61,61620,585,NA,NA,"We oppose the nonconsensual withholding or withdrawal of care or treatment, including food and water, from people with disabilities, including newborns, as well as the elderly and infirm,"
201211,61,61620,586,NA,NA,just as we oppose active and passive euthanasia and assisted suicide.
201211,61,61620,587,NA,NA,Republican leadership has led the effort to prohibit the barbaric practice of partialbirth abortion
201211,61,61620,588,NA,NA,and permitted States to extend health care coverage to children before birth.
201211,61,61620,589,NA,NA,"We urge Congress to strengthen the Born Alive Infant Protection Act by enacting appropriate civil and criminal penalties on healthcare providers who fail to provide treatment and care to an infant who survives an abortion, including early induction delivery where the death of the infant is intended."
201211,61,61620,590,NA,NA,We call for legislation to ban sexselective abortions
201211,61,61620,591,NA,NA,– gender discrimination in its most lethal form—
201211,61,61620,592,NA,NA,and to protect from abortion unborn children who are capable of feeling pain;
201211,61,61620,593,NA,NA,and we applaud U.S. House Republicans for leading the effort to protect the lives of paincapable unborn children in the District of Columbia.
201211,61,61620,594,NA,NA,We call for a ban on the use of body parts from aborted fetuses for research.
201211,61,61620,595,NA,NA,"We support and applaud adult stem cell research to develop lifesaving therapies,"
201211,61,61620,596,NA,NA,and we oppose the killing of embryos for their stem cells.
201211,61,61620,597,NA,NA,We oppose federal funding of embryonic stem cell research.
201211,61,61620,598,NA,NA,"We also salute the many States that have passed laws for informed consent,"
201211,61,61620,599,NA,NA,"mandatory waiting periods prior to an abortion,"
201211,61,61620,600,NA,NA,and healthprotective clinic regulation.
201211,61,61620,601,NA,NA,We seek to protect young girls from exploitation through a parental consent requirement;
201211,61,61620,602,NA,NA,"and we affirm our moral obligation to assist, rather than penalize, women challenged by an unplanned pregnancy."
201211,61,61620,603,NA,NA,"We salute those who provide them with counseling and adoption alternatives and empower them to choose life,"
201211,61,61620,604,NA,NA,and we take comfort in the tremendous increase in adoptions that has followed Republican legislative initiatives.
201211,61,61620,606,NA,NA,"The symbol of our constitutional unity, to which we all pledge allegiance, is the flag of the United States of America."
201211,61,61620,607,NA,NA,"By whatever legislative method is most feasible, Old Glory should be given legal protection against desecration."
201211,61,61620,608,NA,NA,"We condemn decisions by activist judges to deny children the opportunity to say the Pledge of Allegiance in its entirety, including “Under God,” in public schools and encourage States to promote the pledge."
201211,61,61620,609,NA,NA,We condemn the actions of those who deny our children the means by which to show respect for our great country and the constitutional principles represented by our flag.
201211,61,61620,611,NA,NA,Subjecting American citizens to foreign laws is inimical to the spirit of the Constitution.
201211,61,61620,612,NA,NA,It is one reason we oppose U.S. participation in the International Criminal Court.
201211,61,61620,613,NA,NA,There must be no use of foreign law by U.S. courts in interpreting our Constitution and laws.
201211,61,61620,614,NA,NA,Nor should foreign sources of law be used in State courts’ adjudication of criminal or civil matters.
201211,61,61620,615,NA,NA,"The Lacey Act of 1900, designed to protect endangered wildlife in interstate commerce, is now applied worldwide, making it a crime to use, in our domestic industries, any product illegally obtained in the country of origin, whether or not the user had anything to do with its harvesting."
201211,61,61620,616,NA,NA,"This unreasonable extension of the Act not only hurts American businesses and American jobs,"
201211,61,61620,617,NA,NA,but also subordinates our own rule of law to the legal codes of 195 other governments.
201211,61,61620,618,NA,NA,It must be changed.
