date,party,pos_corpus,topic,direction,text
200611,22220,428,NA,NA,"Door een te groot aantal managers is het bestuur in de zorg duurder, meer bureaucratisch en minder slagvaardig geworden."
200611,22220,429,NA,NA,Binnen de instellingen moet kritisch worden gekeken naar de hoeveelheid managers ten opzichte van het aantal handen aan het bed.
200611,22220,430,NA,NA,"Veel bestaande bureaucratie kan worden bestreden door gerichter toe te zien op kwaliteit, toegankelijkheid en doelmatigheid."
200611,22220,431,NA,NA,"Een zorgbrigade, waarin de Inspectie voor de Volksgezondheid wordt opgenomen, zou die functie kunnen krijgen, waarbij het zaak is dat deze snelle interventiebrigade ook regionaal aanwezig is."
200611,22220,432,NA,NA,Op deze manier kunnen zorgverleners en bestuurders eenvoudiger worden gecontroleerd en innovatie en informatie-uitwisseling worden bevorderd.
200611,22220,433,NA,NA,"Als instellingen niet doelmatig werken moet er worden opgetreden, zo nodig door bestuurders te ontslaan."
200611,22220,434,NA,NA,"De brigade dient tevens een belangrijke informatie-, steun-en ombudsfunctie te krijgen voor patiënten."
200611,22220,435,NA,NA,"Meer gebruik zou moeten worden gemaakt van de ervaringen, opvattingen en suggesties van patiënten, cliënten en hun familieleden en verzorgers."
200611,22220,436,NA,NA,Hun inzichten kunnen een nuttige aanvulling zijn op de kennis en kunde van professionals.
200611,22220,437,NA,NA,"De positie van de patiënten kan verder worden versterkt door verbetering van de financiële positie van de patiëntenverenigingen en door invoering van een nieuwe Zorggebruikerswet, waarin de rechten van patiënten worden vastgelegd."
200611,22220,438,NA,NA,De zorg moet worden bevrijd van de bureaucratie.
200611,22220,439,NA,NA,"Financiering dient plaats te vinden op basis van een reële inschatting van de zorgbehoefte, op hoofdlijnen en gebaseerd op een aantal basale parameters per sector."
200611,22220,440,NA,NA,"We moeten stoppen met patiënten door een mallemolen van indicaties te sturen en artsen achteraf over elke patiënt, elke handeling, elke minuut soms, verantwoording te vragen."
200611,22220,441,NA,NA,"Het nieuwe stelsel van diagnosebehandelcombinaties (DBC’s), met ontelbare zorgproducten en rekeningen, moet worden vervangen."
200611,22220,442,NA,NA,"Huisartsen en specialisten kunnen beter betaald worden per patiënt, in plaats van per verrichting of ‘productie’."
200611,22220,443,NA,NA,"Het financieringssysteem dient te waarborgen dat een voor iedereen toereikend en doelmatig zorgaanbod mogelijk is, zonder wachtlijsten."
200611,22220,444,NA,NA,"De farmaceutische industrie levert een belangrijke bijdrage aan de volksgezondheid, maar is in de eerste plaats gericht op het maken van winsten."
200611,22220,445,NA,NA,"Daarom geven bedrijven te vaak voorrang aan de ontwikkeling van commercieel interessante, maar weinig innovatieve geneesmiddelen."
200611,22220,446,NA,NA,"Geneesmiddelen voor zeldzame ziekten in het Westen en ziekten die op grote schaal voorkomen in ontwikkelingslanden, worden daarom te weinig ontwikkeld."
200611,22220,447,NA,NA,Ook het medisch-wetenschappelijk onderzoek wordt veelal betaald door de farmaceutische industrie en is te weinig onafhankelijk.
200611,22220,448,NA,NA,De overheid heeft een verantwoordelijkheid voor een objectieve beoordeling van geneesmiddelen en voldoende maatschappelijk relevant medisch onderzoek.
200611,22220,449,NA,NA,Een onafhankelijk fonds voor medisch-wetenschappelijk en geneesmiddelenonderzoek kan daaraan bijdragen.
200611,22220,450,NA,NA,In de komende kabinetsperiode mogen zorginstellingen niet met winstoogmerk gaan werken.
200611,22220,451,NA,NA,"Niet marktwerking, winststreven en onderlinge concurrentie moeten uitgangspunt zijn in de gezondheidszorg, maar samenwerking, kwaliteitsborging en goed toezicht."
200611,22220,452,NA,NA,Daarbij blijft voorkomen beter dan genezen.
200611,22220,453,NA,NA,Veel meer zou moeten worden geïnvesteerd in preventie.
200611,22220,454,NA,NA,"Sociaal-economische gezondheidsverschillen moeten niet worden geaccepteerd als voldongen feiten, maar zouden aanleiding moeten zijn om voortdurend actie te ondernemen."
200611,22220,455,NA,NA,Bij investeringen in de zorg kan de grootste winst worden behaald bij mensen die nu een gezondheidsachterstand hebben.
200611,22220,456,NA,NA,Meer investeringen worden gedaan in preventie en bestrijding van sociaal-economische gezondheidsverschillen.
200611,22220,457,NA,NA,Bij gebleken effectiviteit worden bevolkingsonderzoeken uitgebreid.
200611,22220,458,NA,NA,De preventieve jeugdgezondheidszorg en -tandzorg worden versterkt.
200611,22220,459,NA,NA,"Een zorgbrigade controleert de kwaliteit, toegankelijkheid en doelmatigheid in de zorg."
200611,22220,460,NA,NA,"Deze snelle interventiebrigade krijgt tevens een belangrijke informatie-, steun- en ombudsfunctie voor patiënten en bevordert de doelmatigheid en innovatie in de zorg."
200611,22220,461,NA,NA,Ze grijpt in bij tekortschietende en kwalitatief onvoldoende zorg en zet zo nodig falende bestuurders op non-actief.
200611,22220,462,NA,NA,"Meer zorg wordt in de wijk en het dorp georganiseerd, in wijkgezondheidscentra, poliklinieken en consultatiebureaus."
200611,22220,463,NA,NA,Schaalvergroting in de zorg wordt beperkt en kleine ziekenhuizen worden opengehouden.
200611,22220,464,NA,NA,Ook thuiszorg wordt voortaan vanuit de wijk en het dorp georganiseerd.
200611,22220,465,NA,NA,De huidige verpleeghuizen en verzorgingshuizen worden zo veel mogelijk vervangen door kleinschalige woonvoorzieningen in wijken en buurten.
200611,22220,466,NA,NA,"Ouderen krijgen recht op zelfstandige woonruimte en privacy, met op hen afgestemde zorg en voorzieningen in elke wijk."
200611,22220,467,NA,NA,"De mogelijkheden tot verlening van palliatieve zorg in verpleeghuizen, van hospices en van de thuiszorg worden uitgebreid."
200611,22220,468,NA,NA,"In de jeugdzorg worden de vele bureaucratische instanties vervangen door laagdrempelige kindercentra in wijken en buurten, die kinderen en ouders ondersteunen, hulp en zorg bieden en waar nodig doorverwijzen."
200611,22220,469,NA,NA,"De no-claim in de gezondheidszorg wordt afgeschaft, evenals de eigen bijdrage in de thuiszorg."
200611,22220,470,NA,NA,De premies voor de zorgverzekering worden volledig inkomensafhankelijk.
200611,22220,471,NA,NA,Er komt een gefaseerde verbreding van de grondslag AWBZ-premie naar hogere belastingschijven.
200611,22220,472,NA,NA,"De AWBZ blijft als volksverzekering bestaan, waardoor het recht op zorg voor mensen met chronische of langdurige beperkingen is gegarandeerd."
200611,22220,473,NA,NA,"Alle maatschappelijk gewenste basiszorg komt in het pakket, dus ook tandzorg, fysiotherapie, zittend ziekenvervoer, eerstelijns psychologische hulp en alle erkende geneesmiddelen."
200611,22220,474,NA,NA,"‘Voorkruipzorg’ wordt tegengegaan, voorgaan in de zorg op andere dan medische gronden is niet toegestaan."
200611,22220,475,NA,NA,De marktwerking in de zorg wordt gestopt.
200611,22220,476,NA,NA,Een vergunningenstelsel wordt ingevoerd voor privéklinieken; bij tekortschietende kwaliteit kunnen vergunningen worden ingetrokken.
200611,22220,477,NA,NA,Zorgverzekeraars moeten niet op de stoel van de arts gaan zitten.
200611,22220,478,NA,NA,Artsen bepalen welke behandeling of zorg een patiënt nodig heeft.
200611,22220,479,NA,NA,"We pakken de bureaucratie in de zorg aan, bijvoorbeeld door indicaties niet meer te laten doen door bureaucratische organen (zoals het CIZ), maar zoveel mogelijk in de wijk, bijvoorbeeld door wijkverpleegkundigen."
200611,22220,480,NA,NA,De ingewikkelde financiering via diagnosebehandelcombinaties (DBC’s) wordt aangepast.
200611,22220,481,NA,NA,Er komen minder managers in de zorg
200611,22220,482,NA,NA,en meer handen aan het bed.
200611,22220,483,NA,NA,De arbeidsvoorwaarden en -omstandigheden in de verpleging en verzorging worden verbeterd.
200611,22220,484,NA,NA,De werkdruk moet worden verlaagd en de zeggenschap van werkers worden verhoogd.
200611,22220,485,NA,NA,Er komt een stagefonds voor stagevergoedingen en -begeleiding.
200611,22220,486,NA,NA,"Meer artsen, verpleegkundigen en verzorgenden worden opgeleid."
200611,22220,487,NA,NA,"De salarissen en bonussen van bestuurders in de zorg worden gemaximeerd, met als maximum het salaris van de minister-president"
200611,22220,488,NA,NA,"De financiële positie van de patiëntenverenigingen wordt verbeterd en er komt een Zorggebruikerswet, waarin de rechten van patiënten worden vastgelegd."
200611,22220,489,NA,NA,"Meer ondersteuning wordt gegeven aan mantelzorgers en vrijwilligers, door ruimhartiger toewijzing van thuiszorg en meer mogelijkheden voor respijtzorg."
200611,22220,490,NA,NA,Bij woningtoewijzing wordt meer rekening gehouden met mantelzorg.
200611,22220,491,NA,NA,Bouwen op het eigen erf ten behoeve van mantelzorg wordt gemakkelijker gemaakt.
200611,22220,492,NA,NA,In de mantelzorg wordt ook zorgverlof mogelijk.
200611,22220,493,NA,NA,Er komen een mantelzorg- en vrijwilligerstoeslag en een hogere belastingvrije onkostenvergoeding.
200611,22220,494,NA,NA,Gemeenten moeten de financiële ruimte krijgen om de Wet Maatschappelijke Ondersteuning (WMO) ruimhartig uit te voeren.
200611,22220,495,NA,NA,Eigen bijdragen in het kader van de WMO worden zoveel mogelijk beperkt of geschrapt.
200611,22220,496,NA,NA,Er komt een onafhankelijk fonds voor medisch-wetenschappelijk en geneesmiddelenonderzoek.
200611,22220,497,NA,NA,Agressieve marketing van geneesmiddelen wordt aangepakt en de Prijzenwet Geneesmiddelen wordt aangescherpt.
200611,22220,498,NA,NA,"Krachtiger beleid is nodig om tabak- en alcoholmisbruik, drugs- en gokverslaving te bestrijden, vooral onder jongeren."
200611,22220,499,NA,NA,In alle schoolkantines wordt voortaan gezonde voeding aangeboden.
200611,22220,500,NA,NA,"De verkoop en teelt van softdrugs voor de Nederlandse markt wordt gelegaliseerd, om overlast en criminaliteit tegen te gaan en de controle op de kwaliteit te verbeteren."
200611,22220,501,NA,NA,Verkoop van harddrugs blijft strafbaar.
200611,22220,502,NA,NA,"De mogelijkheden worden verruimd om psychiatrische patiënten zonder ziekte-inzicht op te nemen, om te voorkomen dat zij zonder zorg op straat rondlopen en verkommeren."
200611,22220,503,2,1,"Illegalen (zoals uitgeprocedeerde asielzoekers) en onverzekerden (zoals zwervers) mogen niet worden uitgesloten van medisch/psychiatrisch noodzakelijke hulp, ook wanneer ze niet kunnen voldoen aan de identificatieplicht."
200611,22220,504,NA,NA,De zorgverlener bepaalt of de te verlenen zorg noodzakelijk is.
200611,22220,505,1,1,De kosten hiervan moet de zorgverlener kunnen declareren bij de overheid.
200611,22220,506,NA,NA,Het bieden van veiligheid is het eerste wat burgers van de overheid verwachten.
200611,22220,507,NA,NA,"De wens om veilig te kunnen leven, staat in schril contrast met het gevoel van velen dat de criminaliteit onvoldoende wordt bestreden."
200611,22220,508,NA,NA,Criminaliteit is volgens veel mensen een van de grootste maatschappelijke problemen.
200611,22220,509,NA,NA,De cijfers bevestigen dit: in de laatste 40 jaar vertienvoudigde het aantal bij de politie bekende misdrijven.
200611,22220,510,NA,NA,"Vernielingen, diefstal en geweld vormen het grootste deel van de 4,6 miljoen delicten waarvan burgers elk jaar het slachtoffer worden."
200611,22220,511,NA,NA,Vooral geweld en dreigen met geweld nemen toe.
200611,22220,512,NA,NA,"Tienduizenden slachtoffers moeten jaarlijks behandeld worden in het ziekenhuis, enkele duizenden van hen moeten hier worden opgenomen, terwijl jaarlijks meer dan 200 slachtoffers overlijden als gevolg van geweld."
200611,22220,513,NA,NA,"Mensen willen meer veiligheid, terwijl politie en justitie weinig mogelijkheden hebben om daders op te sporen en te bestraffen."
200611,22220,514,NA,NA,Tweederde van de bevolking vreest dat de criminaliteit in de toekomst alleen maar zal toenemen.
200611,22220,515,NA,NA,De discussie over veiligheid wordt vaak gedomineerd door cijfers.
200611,22220,516,NA,NA,"Criminaliteitsstatistieken, enquêtes over het veiligheidsgevoel van burgers, aantallen bekeuringen die zijn uitgeschreven en cellen die zijn bijgebouwd; voortdurend wordt geprobeerd om hét thema van deze tijd te vatten in getallen."
200611,22220,517,NA,NA,Toch gaat het bij veiligheid vooral om mensen.
200611,22220,518,NA,NA,"Sommige mensen begaan strafbare feiten, die anderen vaak grote schade en verdriet berokkenen."
200611,22220,519,NA,NA,Voor weer andere mensen is het hun dagelijkse werk om criminaliteit te voorkomen.
200611,22220,520,NA,NA,De overheid moet het gevoel van onveiligheid van mensen serieus nemen.
200611,22220,521,NA,NA,Bij het ontwikkelen van een visie op veiligheid en recht moeten we goed luisteren naar de ervaringen en opvattingen van slachtoffers van criminaliteit
200611,22220,522,NA,NA,"en van professionals die omgaan met daders en slachtoffers, zoals politiemensen, hulpverleners, rechters, gevangenispersoneel en reclasseringswerkers."
200611,22220,523,NA,NA,"Asociaal gedrag, intimidatie en vandalisme mogen niet worden gedoogd."
200611,22220,524,NA,NA,"Veel sociale onveiligheid ontstaat in wijken en buurten met inwoners die geconfronteerd worden met een opeenstapeling van problemen, zoals armoede, schooluitval, werkloosheid, segregatie en achterstallig onderhoud van huizen en de publieke ruimte."
200611,22220,525,NA,NA,In de bestrijding van sociale onveiligheid moeten we een strenge en consequente aanpak van de overlast combineren met investeringen in de buurt.
200611,22220,526,NA,NA,"Overlast door hangjongeren bestrijden we niet alleen door strenge maatregelen, zoals een samenscholingsverbod."
200611,22220,527,NA,NA,Deze moeten gepaard gaan met een terugkeer van het wegbezuinigde jongeren-en buurthuiswerk.
200611,22220,528,NA,NA,"Naast het inzetten van extra politieagenten zullen investeringen in opvoedingsondersteuning, onderwijs en buitenschoolse activiteiten kunnen zorgen voor meer veiligheid in een wijk."
200611,22220,529,NA,NA,"Een belangrijke rol in het voorkomen en aanpakken van onveiligheid in de buurt is weggelegd voor de wijkagent, die de wijk kent, problemen vroegtijdig signaleert en erop toeziet dat jongeren die zich misdragen op tijd worden aangepakt."
200611,22220,530,NA,NA,Daarvoor is een goede samenwerking nodig met de jeugdzorg.
200611,22220,531,NA,NA,Ook is het belangrijk dat de wijkagent mensen uit de buurt aanmoedigt om zélf actief bij te dragen aan de veiligheid op straat.
200611,22220,532,NA,NA,Buurtouderprojecten hebben vaak goede resultaten en moeten daarom worden bevorderd.
200611,22220,533,NA,NA,"Bij alle terechte aandacht voor veiligheid op straat, mogen we niet vergeten dat veel ernstige criminaliteit vanachter een bureau wordt begaan."
200611,22220,534,NA,NA,Gesjoemel met gevaarlijk afval kan de gezondheid bedreigen.
200611,22220,535,NA,NA,Onverantwoord gerotzooi met bouwprojecten bedreigt de veiligheid.
200611,22220,536,NA,NA,Grootschalige fraude en corruptie kosten de samenleving jaarlijks vele honderden miljoenen euro’s.
200611,22220,537,NA,NA,"Drugshandel en het witwassen van drugsgeld hebben een enorme omvang bereikt, waarbij de scheidingslijnen tussen onder-en bovenwereld steeds vaker vervagen."
200611,22220,538,NA,NA,"Een klein aantal ‘foute’ notarissen, advocaten en curatoren bezorgt de hele beroepsgroep een slechte naam en werkt mee aan het witwassen van criminele vermogens, bijvoorbeeld in de vastgoedbranche."
200611,22220,539,NA,NA,"Deze vormen van misdaad zijn niet gemakkelijk te bestrijden, mede omdat het de politie en het Openbaar Ministerie op dit terrein aan mankracht en expertise ontbreekt."
200611,22220,540,NA,NA,Daar moet verandering in komen.
200611,22220,541,NA,NA,Voortwoekerende witteboordencriminaliteit is slecht voor de schatkist en funest voor het vertrouwen van de burger in belangrijke instituties van onze samenleving.
200611,22220,542,NA,NA,Door enkele ernstige justitiële fouten is het vertrouwen in de rechterlijke macht aangetast.
200611,22220,543,NA,NA,Dit vertrouwen moet worden hersteld.
200611,22220,544,NA,NA,"Er moet een einde komen aan het systeem van ‘outputfinanciering’, dat rechtbanken en gerechtshoven dwingt om zo snel mogelijk zoveel mogelijk dossiers af te handelen."
200611,22220,545,NA,NA,Verder hoort de rechter-commissaris in gevoelige zaken niet in zijn eentje op te treden.
200611,22220,546,NA,NA,Verhoren moeten voortaan op video worden opgenomen
200611,22220,547,NA,NA,en advocaten dienen toegang te krijgen tot het verhoor.
200611,22220,548,NA,NA,In de politieopleiding hoort meer aandacht te komen voor het verbaliseren.
200611,22220,549,NA,NA,Verplichte deskundigheidsbevordering van rechters is nodig.
200611,22220,550,NA,NA,"Strafzaken dienen alleen door strafrechters te worden beoordeeld, waarbij algemene richtlijnen een autonome afweging per geval niet in de weg mogen staan."
200611,22220,551,NA,NA,Ook dient de herzieningsprocedure in strafzaken te worden verbeterd.
200611,22220,552,NA,NA,"Van rechtbanken en gerechtshoven mag worden verwacht dat zij ieder vonnis degelijk motiveren, waarvoor zij ook voldoende middelen moeten krijgen."
200611,22220,553,NA,NA,"Een goede motivatie is niet alleen van belang voor het beoordelen van de kwaliteit van de uitspraak, maar ook voor de acceptatie ervan."
200611,22220,554,NA,NA,"De toegang tot de rechtshulp in zowel straf-als civiele zaken moet worden verbeterd, eventueel door invoering van een volksverzekering voor juridische bijstand."
200611,22220,555,NA,NA,In strafprocessen hebben slachtoffers vaak het gevoel dat alle aandacht uitgaat naar de dader en er weinig oog is voor de gevolgen die de misdaad voor hen heeft.
200611,22220,556,NA,NA,Onze aandacht moet eerst en vooral uitgaan naar de slachtoffers.
200611,22220,557,NA,NA,Hun schade moet zoveel mogelijk worden vergoed.
200611,22220,558,NA,NA,Politie en justitie horen het slachtoffer beter op de hoogte te houden van de ontwikkelingen in de zaak.
200611,22220,559,NA,NA,"Ook moeten slachtoffers en nabestaanden van slachtoffers recht krijgen op gratis rechtshulp, zodat zij hun belangen juridisch kunnen verdedigen."
200611,22220,560,NA,NA,Bovendien moeten schadevergoedingen die door de rechter aan de dader worden opgelegd zo nodig worden voorgeschoten door de overheid.
200611,22220,561,NA,NA,Dit voorkomt dat slachtoffers gedwongen worden om lange tijd contact te houden met de dader.
200611,22220,562,NA,NA,De afgelopen jaren is het aantal gevangenen in Nederland explosief gestegen en de celcapaciteit enorm uitgebreid.
200611,22220,563,NA,NA,Tegelijkertijd is er flink bezuinigd op het gevangenispersoneel.
200611,22220,564,NA,NA,Steeds minder bewaarders moeten steeds meer en soms gevaarlijker gedetineerden in de gaten houden.
200611,22220,565,NA,NA,Het detentieregime is sterk versoberd en arbeid en onderwijs zijn bijna helemaal uit de gevangenissen verdwenen.
200611,22220,566,NA,NA,Dit leidt tot meer onveiligheid voor het gevangenispersoneel
200611,22220,567,NA,NA,en minder kans op resocialisatie voor de gedetineerden.
200611,22220,568,NA,NA,"Relatief veel gevangenen in ons land gaan na het uitzitten van hun straf opnieuw in de fout, en de verwachting is dat dit getal verder zal stijgen."
200611,22220,569,NA,NA,Door alle versoberingen is het gevangenissysteem verslechterd.
200611,22220,570,NA,NA,"Bewaarders klagen over gebrek aan contact met de mensen die zij, als het even kan, toch weer op het rechte pad moeten helpen."
200611,22220,571,NA,NA,De overgang van de gevangenis naar de maatschappij is voor veel ex-gedetineerden moeilijk.
200611,22220,572,NA,NA,De reclassering zit vast aan productienormen en ‘outputfinanciering’ en reclasseerders mogen niet zélf bepalen hoe ze hun expertise het beste kunnen inzetten.
200611,22220,573,NA,NA,"Even bellen met een woningcorporatie voor een ex-gedetineerde doet de reclassering bijvoorbeeld niet meer, want dat is geen officieel ‘product’ dat de overheid wil betalen."
200611,22220,574,NA,NA,De gemeenten en de reclassering moeten voldoende in staat worden gesteld om ex-gedetineerden te helpen bij hun terugkeer in de samenleving en op die manier nieuwe misstanden helpen voorkomen.
200611,22220,575,NA,NA,"Weinig mensen zijn betrokken bij terroristische activiteiten, maar zij maken wel veel mensen bang."
200611,22220,576,NA,NA,Terroristen chanteren de samenleving en zijn bereid onschuldige slachtoffers te maken.
200611,22220,577,NA,NA,Aanpak van die dreiging zal ook de komende jaren hard nodig zijn.
200611,22220,578,NA,NA,Bestrijding van terreur vereist vastberaden en hard optreden tegen terroristen.
200611,22220,579,NA,NA,"Daarnaast is het aanpakken van mogelijke voedingsbodems van redeloos radicalisme nodig, zoals vervreemding, achterstelling, uitsluiting, isolement en indoctrinatie."
200611,22220,580,NA,NA,Bij het signaleren van tekenen van dit soort van radicalisering spelen wijkagenten en jongerenwerkers een belangrijke rol.
200611,22220,581,NA,NA,Geradicaliseerde personen moeten zoveel mogelijk worden geïsoleerd van potentiële volgelingen.
200611,22220,582,NA,NA,Dat kan bijvoorbeeld door hen goed in de gaten te houden.
200611,22220,583,NA,NA,"Discriminerende, racistische en tot geweld oproepende propaganda, vooral op het internet, wordt door politie en justitie harder aangepakt en waar mogelijk door de rechter verboden."
200611,22220,584,NA,NA,"Personen die van terrorisme worden verdacht, moeten zonder mankeren voor de rechter worden gebracht."
200611,22220,585,NA,NA,Het is echter niet nodig om te morrelen aan de waarborgen die de rechtsstaat aan verdachten biedt; dat zou juist een concessie zijn aan hen die geen enkele boodschap hebben aan onze rechtsstaat.
200611,22220,586,NA,NA,De democratie verdedigt zich niet door zichzelf te beperken.
200611,22220,587,NA,NA,"Juist in deze tijd dienen we ons respect voor de mensenrechten te onderstrepen, als wezenskenmerk van onze beschaving."
200611,22220,588,NA,NA,"Rechtbanken krijgen 80 extra rechters, zodat zij beter werk kunnen leveren."
200611,22220,589,NA,NA,Voorkomen wordt dat zaken te lang blijven liggen of afgeraffeld worden.
200611,22220,590,NA,NA,Vonnissen in strafzaken moeten uitvoerig gemotiveerd zijn.
200611,22220,591,NA,NA,"Rechters volgen permanent bijscholing, vooral in de forensische wetenschap."
200611,22220,592,NA,NA,Een meervoudige strafkamer moet bestaan uit rechters die gespecialiseerd zijn in het strafrecht.
200611,22220,593,NA,NA,"Advocaten, actieve politici en ambtenaren bij het ministerie van Justitie mogen niet meer optreden als rechter in deeltijd."
200611,22220,594,NA,NA,Dit voorkomt belangenverstrengeling.
200611,22220,595,NA,NA,De rechtshulp moet toegankelijker worden.
200611,22220,596,NA,NA,De inkomensgrenzen voor toegang tot de gesubsidieerde rechtshulp worden verruimd.
200611,22220,597,NA,NA,De Juridische Loketten worden een volwaardige adviesinstantie
200611,22220,598,NA,NA,en de uurvergoeding voor sociaal advocaten wordt verhoogd.
200611,22220,599,NA,NA,Door maximumbehandeltermijnen in letselschadezaken wordt voorkomen dat verzekeringsmaatschappijen mensen met een claim kapot procederen.
200611,22220,600,NA,NA,Discriminatie en racisme pakken we hard aan.
200611,22220,601,NA,NA,We voeren een hogere strafmaat in voor discriminatie.
200611,22220,602,NA,NA,"Discriminerende, racistische en tot geweld oproepende propaganda, vooral op het internet, wordt door politie en justitie harder aangepakt en waar mogelijk door de rechter verboden."
200611,22220,603,NA,NA,"Inlichtingendiensten moeten beter communiceren, ook met politie en justitie in andere landen."
200611,22220,604,NA,NA,Goed toezicht blijft nodig op de opsporingsbevoegdheden van inlichtingendiensten en politie.
200611,22220,605,NA,NA,De parlementaire controle op het werk van de Inlichtingen- en Veiligheidsdiensten moet aanzienlijk worden versterkt.
200611,22220,606,NA,NA,De nationale Ombudsman en de Commissie van Toezicht op de Inlichtingen- en Veiligheidsdiensten dienen meer mogelijkheden te krijgen om politie en de inlichtingendiensten terecht te wijzen in geval van misbruik van bevoegdheden.
200611,22220,607,NA,NA,Het College Bescherming Persoonsgegevens wordt voldoende toegerust.
200611,22220,608,NA,NA,Fraudebestrijding krijgt meer prioriteit.
200611,22220,609,NA,NA,Het Openbaar Ministerie krijgt meer forensische accountants en fiscalisten en de rechterlijke macht meer deskundigheid over fraude.
200611,22220,610,NA,NA,Advocaten en notarissen die over de schreef gaan worden harder aangepakt.
200611,22220,611,NA,NA,"Faillissementscuratoren worden niet meer uit de boedel, maar uit publieke middelen betaald, zodat onderzoek naar mogelijke (faillissements)fraude is verzekerd."
200611,22220,612,NA,NA,De marktwerking in het notariaat draaien we terug en de tarieven worden weer gereguleerd.
200611,22220,613,NA,NA,"Resocialisatie van gevangenen moet voorop staan, wat vereist dat gevangenissen specifiek daartoe geschoold personeel aantrekken."
200611,22220,614,NA,NA,In de gevangenis moet worden begonnen met het aanpakken van verslaving en psychosociale problemen.
200611,22220,615,NA,NA,Ernstig psychisch gestoorde gedetineerden horen thuis in een beveiligd psychiatrisch ziekenhuis.
200611,22220,616,NA,NA,Ex-gedetineerden moeten meer begeleiding krijgen bij hun terugkeer in de maatschappij.
200611,22220,617,NA,NA,Gemeenten en reclassering krijgen hiervoor meer middelen.
200611,22220,618,NA,NA,Onderwijs en arbeid horen in alle detentieregimes thuis.
200611,22220,619,NA,NA,"Alleen zeer kort gestraften kunnen in meermanscellen komen, langgestraften slechts op vrijwillige basis."
200611,22220,620,NA,NA,Slachtoffers en hun nabestaanden dienen in aanmerking te komen voor gratis rechtshulp.
200611,22220,621,NA,NA,De politie moet slachtoffers op de hoogte houden hoe hun zaak verloopt.
200611,22220,622,NA,NA,Slachtoffers van criminaliteit krijgen hulp bij het verhalen van hun schade op de dader.
200611,22220,623,NA,NA,"Door de rechter opgelegde schadevergoedingen worden voorgeschoten door de overheid, die het geld vervolgens bij de dader int."
200611,22220,624,NA,NA,"Boetes worden daar waar mogelijk inkomensafhankelijk, waardoor mensen sterker worden gestimuleerd om zich aan algemeen geldende regels te houden."
200611,22220,625,NA,NA,De jeugd- en zedenpolitie wordt opnieuw ingevoerd.
200611,22220,626,NA,NA,"Maatregelen die de privacy en de burgerrechten buitenproportioneel inperken, zoals de Europese bewaarplicht voor verkeersgegevens, proberen we terug te draaien."
200611,22220,627,NA,NA,De identificatieplicht wordt afgeschaft.
200611,22220,628,NA,NA,"Er komt geen nationale politie, de politiekorpsen kunnen beter lokaal worden aangestuurd."
200611,22220,629,NA,NA,De prestatiecontracten bij de politie worden afgeschaft.
200611,22220,630,NA,NA,"Er komen 1.500 extra agenten op straat, door te investeren in wijkagenten, wijkteams en toezichthouders en door het administratieve werk zoveel mogelijk te laten verrichten door administratieve krachten."
200611,22220,631,NA,NA,"Camera’s kunnen helpen, maar zijn geen volwaardig alternatief voor de agent."
200611,22220,632,NA,NA,De gesubsidieerde banen van stadswachten en toezichthouders blijven behouden en worden omgezet in reguliere banen.
200611,22220,633,NA,NA,"Wij zijn tegen preventief fouilleren; dit middel kan slechts beperkt worden ingezet, in uitzonderlijke situaties waarin de veiligheid wordt bedreigd."
200611,22220,634,NA,NA,"Preventief fouilleren alleen op basis van etniciteit, uiterlijk of leeftijd is verboden."
200611,22220,635,NA,NA,Meer investeringen zijn nodig in het voorkomen van criminaliteit.
200611,22220,636,NA,NA,"De wachtlijsten bij de jeugdzorg, hulpverlenende instellingen, de crisisopvang en Meldpunten Kindermishandeling worden weggewerkt en ouders wordt goede opvoedingsondersteuning geboden."
200611,22220,637,NA,NA,"Zo nodig onder ‘drang en dwang’, in combinatie met een taak- of leerstraf voor kinderen."
200611,22220,638,NA,NA,Meer aandacht wordt gegeven aan het voorkomen van huiselijk geweld.
200611,22220,639,NA,NA,Slachtoffers moeten makkelijker toegang krijgen tot hulp en bescherming.
200611,22220,640,NA,NA,Politie en justitie treden vastberaden op tegen discriminatie van homoseksuelen.
200611,22220,641,NA,NA,Geweld tegen homoseksuele burgers wordt op geen enkele manier getolereerd.
200611,22220,642,NA,NA,De politie registreert misdrijven waarbij angst voor of afkeer van homo’s een motief is.
200611,22220,643,NA,NA,"De capaciteit voor opsporing, vervolging en berechting wordt verhoogd."
200611,22220,644,NA,NA,De politie hoort alle aangiften van strafbare feiten in behandeling te nemen.
200611,22220,645,NA,NA,Het doen van aangifte moet makkelijker worden.
200611,22220,646,NA,NA,Onderwijs is de toegangspoort tot een betere toekomst.
200611,22220,647,NA,NA,"Daarom vinden ouders het zo belangrijk dat het onderwijs van hun kinderen goed is, liefst beter dan het onderwijs dat zij zélf hebben gehad."
200611,22220,648,NA,NA,Daarom ook vinden we dat de overheid de voorwaarden moet scheppen zodat iedereen een eerlijke kans krijgt op passend onderwijs.
200611,22220,649,NA,NA,Tegenover die wens staat de werkelijkheid dat de overgrote meerderheid van de bevolking verwacht dat ouders in de toekomst veel meer zélf moeten gaan betalen voor het onderwijs van hun kinderen en dat ook van studenten in het hoger onderwijs een grotere bijdrage zal worden gevraagd.
200611,22220,650,NA,NA,De investeringen in het onderwijs blijven ver achter in vergelijking met andere Europese landen.
